en,review_times,correct_times,avg_correct_rate,avg_elapsed_time,total_elapsed_time
fickle,1,1,1.0,3.61,3.61
feckless,2,2,1.0,3.6,7.1999999999999975
reminiscent,1,1,1.0,3.6,3.6
eclectic,2,2,1.0,3.55,7.1099999999999985
impetuous,1,1,1.0,3.55,3.55
misconstrue,1,1,1.0,3.53,3.53
avert,1,1,1.0,3.53,3.53
palpable,1,1,1.0,3.53,3.53
cajole,1,1,1.0,3.53,3.53
commiserate,2,2,1.0,3.52,7.039999999999999
tractable,1,1,1.0,3.5,3.5
axiomatic,1,1,1.0,3.49,3.49
self-deprecating,1,1,1.0,3.48,3.48
upend,2,2,1.0,3.47,6.949999999999998
substantiate,3,3,1.0,3.47,10.419999999999998
substantiate,3,3,1.0,3.47,10.419999999999998
pellucid,1,1,1.0,3.47,3.47
apologist,1,1,1.0,3.46,3.46
disruptive,1,1,1.0,3.45,3.45
desperate,1,1,1.0,3.45,3.45
conjecture,1,1,1.0,3.45,3.45
indignant,1,1,1.0,3.44,3.44
censure,1,1,1.0,3.43,3.43
endemic,1,1,1.0,3.43,3.43
forfeit,1,1,1.0,3.42,3.42
conversant,1,1,1.0,3.42,3.42
tribute,1,1,1.0,3.42,3.42
incendiary,4,4,1.0,3.4,13.61
adj. 世界性的、全球的,1,1,1.0,3.38,3.38
transitional,1,1,1.0,3.37,3.37
avow,1,1,1.0,3.37,3.37
retrospective,2,2,1.0,3.34,6.69
parody,2,2,1.0,3.33,6.66
excrete,1,1,1.0,3.33,3.33
provisional,1,1,1.0,3.33,3.33
provisional,1,1,1.0,3.33,3.33
intangible,1,1,1.0,3.28,3.28
forbidding,1,1,1.0,3.28,3.28
fastidious,3,3,1.0,3.28,9.84
germane,3,3,1.0,3.27,9.82
zenith,1,1,1.0,3.27,3.27
scruple,1,1,1.0,3.26,3.26
denigrate,1,1,1.0,3.25,3.25
adaptive,1,1,1.0,3.23,3.23
demolish,1,1,1.0,3.23,3.23
conflate,1,1,1.0,3.23,3.23
calumny,1,1,1.0,3.2,3.2
factual,1,1,1.0,3.2,3.2
primitive,1,1,1.0,3.18,3.18
dissident,1,1,1.0,3.17,3.17
haunt,1,1,1.0,3.16,3.16
partisanship,1,1,1.0,3.16,3.16
inquisitive,1,1,1.0,3.15,3.15
pseudonym,1,1,1.0,3.15,3.15
routine,2,2,1.0,3.15,6.3000000000000025
sonorous,1,1,1.0,3.15,3.15
euphemism,1,1,1.0,3.14,3.14
irascible,1,1,1.0,3.13,3.13
informative,1,1,1.0,3.13,3.13
conspiracy,1,1,1.0,3.12,3.12
phobia,1,1,1.0,3.11,3.11
circumscribe,2,2,1.0,3.1,6.2
audacious,1,1,1.0,3.1,3.1
vital,1,1,1.0,3.08,3.08
vital,1,1,1.0,3.08,3.08
perimeter,2,2,1.0,3.06,6.12
ebullient,1,1,1.0,3.06,3.06
facade,1,1,1.0,3.05,3.05
autocracy,1,1,1.0,3.05,3.05
ornate,1,1,1.0,3.04,3.04
dispassionate,1,1,1.0,3.04,3.04
restive,1,1,1.0,3.03,3.03
resonant,2,2,1.0,3.02,6.04
coalition,1,1,1.0,3.02,3.02
seclude,1,1,1.0,3.01,3.01
improvise,1,1,1.0,3.0,3.0
unanimous,1,1,1.0,3.0,3.0
plaintive,1,1,1.0,2.97,2.97
wane,1,1,1.0,2.96,2.96
wane,1,1,1.0,2.96,2.96
rapprochement,1,1,1.0,2.95,2.95
forgo,1,1,1.0,2.95,2.95
portend,1,1,1.0,2.95,2.95
novice,1,1,1.0,2.93,2.93
assiduous,1,1,1.0,2.91,2.91
protean,1,1,1.0,2.9,2.9
errant,1,0,0.0,2.89,2.89
haughty,2,2,1.0,2.89,5.78
undercut,1,1,1.0,2.89,2.89
malign,2,2,1.0,2.88,5.76
deleterious,1,1,1.0,2.88,2.88
polemical,1,1,1.0,2.88,2.88
fixate,1,1,1.0,2.85,2.85
mediocre,1,1,1.0,2.85,2.85
vulgar,2,2,1.0,2.84,5.68
deflated,1,1,1.0,2.83,2.83
speculative,1,1,1.0,2.83,2.83
squelch,1,1,1.0,2.83,2.83
chic,1,1,1.0,2.82,2.82
decadence,1,1,1.0,2.82,2.82
tremulous,1,1,1.0,2.82,2.82
reflective,2,1,0.5,2.81,5.62
v. 使有趣活潑,1,1,1.0,2.81,2.81
reticent,1,1,1.0,2.79,2.79
agile,1,1,1.0,2.79,2.79
transcendent,4,4,1.0,2.78,11.13
discontinuity,3,3,1.0,2.78,8.34
impassive,1,1,1.0,2.77,2.77
altruism,1,1,1.0,2.75,2.75
annotate,1,1,1.0,2.74,2.74
shrewd,1,1,1.0,2.73,2.73
monomania,4,4,1.0,2.72,10.9
platitude,1,1,1.0,2.72,2.72
abjure,2,2,1.0,2.7,5.39
prodigal,4,4,1.0,2.7,10.82
prodigal,4,4,1.0,2.7,10.82
acute,1,1,1.0,2.68,2.68
unctuous,1,1,1.0,2.68,2.68
bromidic,1,1,1.0,2.68,2.68
hubris,1,1,1.0,2.68,2.68
doleful,1,1,1.0,2.67,2.67
braggart,1,1,1.0,2.67,2.67
abstrue,2,2,1.0,2.66,5.33
champion,1,1,1.0,2.65,2.65
exude,2,2,1.0,2.64,5.29
circumspect,1,1,1.0,2.64,2.64
pertinent,1,1,1.0,2.63,2.63
discretionary,1,1,1.0,2.63,2.63
hortatory,1,1,1.0,2.63,2.63
allusive,1,1,1.0,2.63,2.63
affirm,2,2,1.0,2.62,5.25
latent,1,1,1.0,2.62,2.62
aspersion,1,1,1.0,2.61,2.61
sound,1,0,0.0,2.6,2.6
reproof,1,1,1.0,2.6,2.6
recede,1,1,1.0,2.59,2.59
rhetoric,1,1,1.0,2.59,2.59
repudiate,2,2,1.0,2.58,5.16
lingering,1,1,1.0,2.58,2.58
rigid,1,1,1.0,2.58,2.58
scrutinize,1,1,1.0,2.56,2.56
vapid,2,2,1.0,2.55,5.1
lugubrious,3,3,1.0,2.55,7.6400000000000015
deplete,2,2,1.0,2.54,5.07
collude,1,1,1.0,2.53,2.53
dissent,2,2,1.0,2.52,5.04
exacerbate,2,2,1.0,2.5,4.99
dolorous,2,2,1.0,2.5,5.0
extemporize,2,2,1.0,2.5,4.99
hallmark,2,2,1.0,2.5,4.99
quirky,1,1,1.0,2.5,2.5
conundrum,2,2,1.0,2.5,5.0
reversible,1,1,1.0,2.5,2.5
deploy,3,3,1.0,2.49,7.46
divulge,2,1,0.5,2.47,4.94
affluent,1,1,1.0,2.46,2.46
prevalent,1,1,1.0,2.46,2.46
congenial,1,1,1.0,2.45,2.45
cosmopolitan,2,2,1.0,2.44,4.88
spontaneous,1,1,1.0,2.44,2.44
pitfall,1,1,1.0,2.43,2.43
rigor,1,1,1.0,2.43,2.43
futile,1,1,1.0,2.43,2.43
immutable,1,1,1.0,2.43,2.43
unseemly,1,1,1.0,2.41,2.41
opulent,1,1,1.0,2.41,2.41
fervent,2,2,1.0,2.41,4.82
rationale,3,3,1.0,2.4,7.19
disillusioned,1,1,1.0,2.4,2.4
motley,1,1,1.0,2.4,2.4
inexplicable,1,1,1.0,2.4,2.4
decry,2,2,1.0,2.38,4.75
tact,2,2,1.0,2.38,4.76
vitiate,1,1,1.0,2.38,2.38
austere,1,1,1.0,2.38,2.38
relish,2,1,0.5,2.37,4.74
exorcise,1,1,1.0,2.37,2.37
gainsay,2,2,1.0,2.36,4.71
diminutive,2,2,1.0,2.36,4.71
lopsided,2,2,1.0,2.35,4.7
barren,1,1,1.0,2.35,2.35
revile,1,1,1.0,2.35,2.35
evade,1,1,1.0,2.35,2.35
impugn,2,2,1.0,2.35,4.7
adroit,1,1,1.0,2.35,2.35
taciturn,1,1,1.0,2.33,2.33
affliction,1,1,1.0,2.33,2.33
deference,1,1,1.0,2.33,2.33
recondite,1,0,0.0,2.32,2.32
deviant,1,1,1.0,2.32,2.32
ingenuous,1,1,1.0,2.32,2.32
docile,2,2,1.0,2.3,4.59
condescending,6,6,1.0,2.29,13.74
homogeneous,1,1,1.0,2.29,2.29
eschew,2,2,1.0,2.29,4.58
assent,1,1,1.0,2.28,2.28
belligerent,2,2,1.0,2.28,4.55
notch,4,4,1.0,2.27,9.08
dampen,2,2,1.0,2.27,4.54
communal,1,1,1.0,2.26,2.26
categorical,1,1,1.0,2.26,2.26
torment,1,1,1.0,2.26,2.26
obstinate,2,2,1.0,2.25,4.5
abridge,3,3,1.0,2.25,6.74
conformity,4,4,1.0,2.24,8.94
exigent,2,2,1.0,2.24,4.4700000000000015
mediate,1,1,1.0,2.24,2.24
alacrity,1,1,1.0,2.24,2.24
coherent,1,1,1.0,2.23,2.23
productive,1,1,1.0,2.23,2.23
detest,1,1,1.0,2.22,2.22
deficit,1,1,1.0,2.22,2.22
whimsical,1,1,1.0,2.21,2.21
whimsical,1,1,1.0,2.21,2.21
disseminate,1,1,1.0,2.2,2.2
eclipse,1,1,1.0,2.2,2.2
boon,1,1,1.0,2.2,2.2
proclivity,1,1,1.0,2.16,2.16
exuberant,1,1,1.0,2.16,2.16
excoriate,1,1,1.0,2.16,2.16
resent,2,2,1.0,2.15,4.3
cynical,1,1,1.0,2.15,2.15
normative,1,1,1.0,2.15,2.15
dense,1,1,1.0,2.15,2.15
esoteric,3,3,1.0,2.15,6.44
impel,2,2,1.0,2.14,4.29
potent,1,1,1.0,2.13,2.13
infelicity,1,1,1.0,2.13,2.13
glut,2,2,1.0,2.11,4.22
glut,2,2,1.0,2.11,4.22
prospect,1,1,1.0,2.11,2.11
fixation,1,1,1.0,2.09,2.09
tyranny,1,1,1.0,2.09,2.09
abdicate,1,1,1.0,2.06,2.06
antiquated,1,1,1.0,2.06,2.06
conspicuous,1,1,1.0,2.05,2.05
pervade,1,1,1.0,2.05,2.05
placid,1,1,1.0,2.05,2.05
restrain,1,1,1.0,2.04,2.04
abscond,1,1,1.0,2.04,2.04
testimony,1,1,1.0,2.04,2.04
veritable,1,1,1.0,2.03,2.03
aversion,1,1,1.0,2.03,2.03
immune,1,1,1.0,2.01,2.01
banter,1,1,1.0,2.01,2.01
astronomical,1,1,1.0,2.0,2.0
rebuke,1,1,1.0,1.99,1.99
protend,5,5,1.0,1.98,9.89
bombastic,1,1,1.0,1.98,1.98
trenchant,1,1,1.0,1.98,1.98
fluctuate,1,1,1.0,1.98,1.98
ingratiating,1,1,1.0,1.97,1.97
stymie,1,1,1.0,1.97,1.97
boorish,2,2,1.0,1.96,3.93
amorphous,1,1,1.0,1.96,1.96
appeal,1,1,1.0,1.94,1.94
panacea,1,1,1.0,1.94,1.94
bellicose,1,1,1.0,1.93,1.93
flout,2,2,1.0,1.92,3.84
debunk,3,3,1.0,1.92,5.75
commend,1,1,1.0,1.91,1.91
verbose,1,1,1.0,1.89,1.89
frugal,1,1,1.0,1.89,1.89
fanciful,1,1,1.0,1.88,1.88
unprecedented,1,1,1.0,1.88,1.88
bouyant,1,1,1.0,1.87,1.87
preclude,2,2,1.0,1.86,3.71
endorse,1,1,1.0,1.86,1.86
solitary,1,1,1.0,1.85,1.85
profligate,1,1,1.0,1.85,1.85
deviate,1,1,1.0,1.84,1.84
congruent,2,2,1.0,1.83,3.66
treacherous,1,1,1.0,1.83,1.83
neutral,1,1,1.0,1.79,1.79
nuance,1,1,1.0,1.78,1.78
dichotomy,1,1,1.0,1.78,1.78
concur,1,1,1.0,1.77,1.77
patriot,1,1,1.0,1.76,1.76
hyperbole,2,2,1.0,1.76,3.51
trivial,1,1,1.0,1.76,1.76
malfeasance,1,1,1.0,1.75,1.75
notoriety,1,1,1.0,1.74,1.74
juvenile,1,1,1.0,1.73,1.73
surmount,1,1,1.0,1.73,1.73
trepidation,2,2,1.0,1.72,3.45
reconcile,1,1,1.0,1.7,1.7
immense,1,1,1.0,1.7,1.7
dissonant,1,1,1.0,1.69,1.69
pressing,1,1,1.0,1.68,1.68
genre,1,1,1.0,1.67,1.67
tenable,1,1,1.0,1.67,1.67
subside,3,3,1.0,1.66,4.99
mar,1,1,1.0,1.65,1.65
dictate,1,1,1.0,1.64,1.64
spurn,1,1,1.0,1.6,1.6
harangue,1,1,1.0,1.59,1.59
suppress,1,1,1.0,1.53,1.53
lurid,2,2,1.0,1.52,3.03
brook,2,2,1.0,1.5,3.01
pragmatic,1,1,1.0,1.49,1.49
dormant,1,1,1.0,1.46,1.46
condemn,1,1,1.0,1.43,1.43
remedy,1,1,1.0,1.43,1.43
succumb,1,1,1.0,1.38,1.38
spurious,1,1,1.0,1.33,1.33
elated,2,2,1.0,1.32,2.63
orthodox,0,0,,,0.0
idiosyncratic,0,0,,,0.0
lethargic,0,0,,,0.0
inadvertent,0,0,,,0.0
loath,0,0,,,0.0
opprobrium,0,0,,,0.0
embellish,0,0,,,0.0
captious,0,0,,,0.0
mandate,0,0,,,0.0
mendacious,0,0,,,0.0
impassioned,0,0,,,0.0
implacable,0,0,,,0.0
schism,0,0,,,0.0
consensus,0,0,,,0.0
insipid,0,0,,,0.0
intimidate,0,0,,,0.0
evanescent,0,0,,,0.0
virtuosity,0,0,,,0.0
banal,0,0,,,0.0
bland,0,0,,,0.0
downplay,0,0,,,0.0
embody,0,0,,,0.0
fabricate,0,0,,,0.0
formidable,0,0,,,0.0
lament,0,0,,,0.0
indulgent,0,0,,,0.0
provincial,0,0,,,0.0
quixotic,0,0,,,0.0
elicit,0,0,,,0.0
conciliatory,0,0,,,0.0
aristocrat,0,0,,,0.0
discrepancy,0,0,,,0.0
discrete,0,0,,,0.0
discretion,0,0,,,0.0
condone,0,0,,,0.0
aberrant,0,0,,,0.0
efficacious,0,0,,,0.0
fidelity,0,0,,,0.0
discomfit,0,0,,,0.0
imperative,0,0,,,0.0
proliferate,0,0,,,0.0
luxuriant,0,0,,,0.0
demur,0,0,,,0.0
negate,0,0,,,0.0
pejorative,0,0,,,0.0
proscribe,0,0,,,0.0
obsequious,0,0,,,0.0
obsolete,0,0,,,0.0
constant,0,0,,,0.0
presumptuous,0,0,,,0.0
pertain,0,0,,,0.0
temporal,0,0,,,0.0
epitome,0,0,,,0.0
vindicate,0,0,,,0.0
abet,0,0,,,0.0
antidote,0,0,,,0.0
feign,0,0,,,0.0
mercurial,0,0,,,0.0
override,0,0,,,0.0
redeem,0,0,,,0.0
abate,0,0,,,0.0
cavalier,0,0,,,0.0
precipitate,0,0,,,0.0
clairvoyance,0,0,,,0.0
irreconcilable,0,0,,,0.0
discursive,0,0,,,0.0
subdue,0,0,,,0.0
erratic,0,0,,,0.0
prolix,0,0,,,0.0
exonerate,0,0,,,0.0
dispel,0,0,,,0.0
euphoria,0,0,,,0.0
proprietary,0,0,,,0.0
repugnant,0,0,,,0.0
acquiescence,0,0,,,0.0
riveting,0,0,,,0.0
surrogate,0,0,,,0.0
sacrosanct,0,0,,,0.0
dissipate,0,0,,,0.0
somnolent,0,0,,,0.0
soporific,0,0,,,0.0
abstain,0,0,,,0.0
tenacious,0,0,,,0.0
intransigent,0,0,,,0.0
vacuous,0,0,,,0.0
verisimilitude,0,0,,,0.0
albeit,0,0,,,0.0
ascetic,0,0,,,0.0
berate,0,0,,,0.0
coerce,0,0,,,0.0
cogent,0,0,,,0.0
dabble,0,0,,,0.0
decimate,0,0,,,0.0
defy,0,0,,,0.0
espouse,0,0,,,0.0
fleeting,0,0,,,0.0
rarified,0,0,,,0.0
snobbery,0,0,,,0.0
substantial,0,0,,,0.0
universality,0,0,,,0.0
peregrinate,0,0,,,0.0
amiable,0,0,,,0.0
banish,0,0,,,0.0
base,0,0,,,0.0
recalcitrant,0,0,,,0.0
insouciance,0,0,,,0.0
indiscriminate,0,0,,,0.0
covet,0,0,,,0.0
decorum,0,0,,,0.0
obdurate,0,0,,,0.0
infelicitous,0,0,,,0.0
diffident,0,0,,,0.0
figurative,0,0,,,0.0
