en,review_times,correct_times,avg_correct_rate,avg_elapsed_time,total_elapsed_time
flippant,4,3,0.75,12.66,50.65
tim,1,1,1.0,12.63,12.63
abstinent,7,6,0.86,12.57,87.99999999999999
haunt,1,1,1.0,12.57,12.57
peripatetic,5,2,0.4,12.31,61.55
vainglorious,2,2,1.0,12.31,24.62
pass,1,1,1.0,12.26,12.26
obtrude,3,1,0.33,12.23,36.68
somn,1,1,1.0,12.22,12.22
abominate,2,0,0.0,12.2,24.4
invigorate,2,2,1.0,12.2,24.4
volatile,3,2,0.67,12.14,36.41
mitigant,5,4,0.8,12.1,60.5
pinnacle,2,1,0.5,12.05,24.1
viaduct,1,0,0.0,12.0,12.0
aversion,3,3,1.0,11.98,35.93
demystify,2,2,1.0,11.96,23.92
scintillate,3,2,0.67,11.92,35.77
fabulous,1,1,1.0,11.85,11.85
ulterior,7,5,0.71,11.84,82.85000000000002
extravagant,1,1,1.0,11.83,11.83
persecute,6,3,0.5,11.8,70.78
exterminate,4,3,0.75,11.77,47.08
passivity,1,1,1.0,11.76,11.76
crestfallen,6,5,0.83,11.74,70.42
verdant,4,2,0.5,11.69,46.760000000000005
coerce,2,2,1.0,11.6,23.20000000000001
dwindle,5,4,0.8,11.56,57.79
inscription,4,3,0.75,11.53,46.12
affection,1,1,1.0,11.51,11.51
delimit,5,3,0.6,11.5,57.5
contumacious,2,1,0.5,11.39,22.78
fortify,1,1,1.0,11.37,11.37
flummery,2,2,1.0,11.37,22.74
irrevocable,4,3,0.75,11.26,45.05
mirage,2,0,0.0,11.24,22.49
inculcate,5,3,0.6,11.22,56.1
vigorous,5,5,1.0,11.22,56.09
turbid,1,1,1.0,11.19,11.19
counteract,1,1,1.0,11.16,11.16
inhibit,2,2,1.0,11.12,22.25
sumptuous,5,3,0.6,11.11,55.56
bromidic,1,1,1.0,11.11,11.11
"thes, thet",4,4,1.0,11.06,44.26
decrepit,1,0,0.0,11.05,11.05
blatant,3,1,0.33,11.0,33.01
interminable,1,1,1.0,10.99,10.99
ordinance,3,1,0.33,10.85,32.55000000000001
devour,1,1,1.0,10.83,10.83
suspicion,3,1,0.33,10.8,32.39
demarcate,3,2,0.67,10.78,32.34
pertinent,1,1,1.0,10.75,10.75
overt,2,2,1.0,10.72,21.44
clear-cut,2,2,1.0,10.72,21.44
inhibited,7,6,0.86,10.7,74.92
understated,2,2,1.0,10.69,21.380000000000006
disavow,3,2,0.67,10.68,32.03
pathogen,1,1,1.0,10.67,10.67
mortify,4,1,0.25,10.54,42.15
facility,5,3,0.6,10.52,52.61
insomnia,1,1,1.0,10.44,10.44
inveigle,5,3,0.6,10.4,51.99
malapropism,5,3,0.6,10.38,51.92
adumbrate,1,1,1.0,10.38,10.38
scruple,1,1,1.0,10.35,10.35
unctuous,3,3,1.0,10.32,30.95
transient,4,4,1.0,10.25,40.99
disclaim,1,1,1.0,10.23,10.23
oration,1,1,1.0,10.23,10.23
impermanent,1,1,1.0,10.2,10.2
abstain,5,4,0.8,10.19,50.96
comity,1,1,1.0,10.17,10.17
septic,2,2,1.0,10.14,20.27
terror,2,2,1.0,10.1,20.200000000000006
presume,5,3,0.6,10.07,50.36
surmise,5,3,0.6,10.05,50.25
infiltrate,3,2,0.67,10.05,30.160000000000004
propensity,4,1,0.25,10.04,40.16
manipulate,1,1,1.0,10.02,10.02
disgruntle,5,2,0.4,10.01,50.03
incommensurate,1,1,1.0,10.01,10.01
"punc, pung",3,3,1.0,9.92,29.770000000000003
term,1,1,1.0,9.9,9.9
anoint,1,1,1.0,9.89,9.89
pugnacious,2,2,1.0,9.88,19.77
attribute,4,3,0.75,9.87,39.47999999999999
intemperance,1,1,1.0,9.82,9.82
tractable,4,4,1.0,9.8,39.19000000000001
flair,1,1,1.0,9.8,9.8
mendacity,4,3,0.75,9.79,39.17
consummate,3,3,1.0,9.79,29.38000000000001
spers,5,5,1.0,9.76,48.78000000000001
villain,1,1,1.0,9.75,9.75
accomplice,4,0,0.0,9.72,38.87000000000001
consonant,5,4,0.8,9.67,48.36
languish,2,2,1.0,9.64,19.27
gauge,5,4,0.8,9.58,47.9
aplomb,2,0,0.0,9.56,19.12
prolific_,2,2,1.0,9.51,19.01
"vestig, track",1,0,0.0,9.49,9.49
maleficent,5,3,0.6,9.46,47.32
unliterary,7,1,0.14,9.45,66.15
deterrent,2,2,1.0,9.44,18.89
imperial,4,3,0.75,9.4,37.58
exorbitant,1,0,0.0,9.37,9.37
verg,5,2,0.4,9.35,46.74
halfhearted,6,4,0.67,9.3,55.81
euphoria,6,4,0.67,9.28,55.7
esthe,1,1,1.0,9.28,9.28
fauxpas,5,3,0.6,9.27,46.36
delinquency,1,1,1.0,9.26,9.26
tansparent,3,3,1.0,9.25,27.74
voluntary,2,2,1.0,9.22,18.44
tonic,1,1,1.0,9.21,9.21
impecunious,1,1,1.0,9.19,9.19
extenuate,3,1,0.33,9.16,27.49
meretricious,5,4,0.8,9.14,45.72
alacrity,2,2,1.0,9.1,18.19
allocate,2,2,1.0,9.09,18.18
medita,3,3,1.0,9.09,27.270000000000003
intelligible,1,0,0.0,9.07,9.07
galvanize,3,3,1.0,9.07,27.2
sarcastic,1,1,1.0,9.07,9.07
peremptory,4,2,0.5,9.06,36.23
delinquent,3,1,0.33,9.03,27.1
loath,1,1,1.0,9.01,9.01
exuberant,1,1,1.0,8.98,8.98
untenable,5,3,0.6,8.96,44.79
subjugate,4,1,0.25,8.93,35.71
ethereal,2,1,0.5,8.92,17.84
agnostic,6,4,0.67,8.92,53.5
fictitious,3,2,0.67,8.92,26.76
ubiquitous,2,2,1.0,8.91,17.82
"van, vain",3,2,0.67,8.89,26.66
blunder,3,2,0.67,8.89,26.660000000000004
franchise,3,2,0.67,8.89,26.66
observant,8,8,1.0,8.87,70.94000000000001
splend,2,2,1.0,8.86,17.71
pedantic,3,1,0.33,8.81,26.42
credo,1,1,1.0,8.8,8.8
ordinary,3,3,1.0,8.77,26.3
absorbing,5,4,0.8,8.76,43.8
conspicuous,4,4,1.0,8.75,35.0
polemical,1,1,1.0,8.75,8.75
anatomical,5,4,0.8,8.74,43.68
flout,4,4,1.0,8.73,34.910000000000004
"man, main",1,0,0.0,8.72,8.72
substantiate,1,0,0.0,8.67,8.67
malady,1,1,1.0,8.67,8.67
ignominious,2,2,1.0,8.67,17.34
deviant,2,2,1.0,8.67,17.34
"vil, guile",5,5,1.0,8.65,43.26
indigent,1,0,0.0,8.64,8.64
lunatic,2,1,0.5,8.64,17.28
propaganda,3,2,0.67,8.64,25.91
aseptic,5,4,0.8,8.64,43.2
composed,1,1,1.0,8.64,8.64
mur,2,2,1.0,8.6,17.19
insurgent,2,1,0.5,8.57,17.15
discretion,3,2,0.67,8.57,25.72
abet,1,0,0.0,8.55,8.55
solid,1,1,1.0,8.55,8.55
estrange,4,3,0.75,8.53,34.13
insipid,2,2,1.0,8.49,16.98
progeny,2,0,0.0,8.48,16.95
"pom, pomp, splendor",2,1,0.5,8.48,16.97
complaisant,3,3,1.0,8.45,25.36
atrocity,3,3,1.0,8.45,25.34
jurisdiction,4,2,0.5,8.44,33.76
inordinate,3,3,1.0,8.4,25.19
profuse,3,1,0.33,8.39,25.18
vitiate,2,2,1.0,8.39,16.78
"claim, clam",2,2,1.0,8.38,16.75
revel,3,2,0.67,8.37,25.12
abysmal,3,2,0.67,8.35,25.04
momentous,4,3,0.75,8.34,33.370000000000005
persipre,4,4,1.0,8.33,33.32
furtive,2,2,1.0,8.33,16.669999999999998
blasphemy,1,0,0.0,8.29,8.29
percussion,1,1,1.0,8.28,8.28
comprehensive,2,2,1.0,8.28,16.56
"propagare, extend",2,1,0.5,8.26,16.51
grievance,3,0,0.0,8.24,24.729999999999997
afflict,2,2,1.0,8.22,16.43
dexterity,1,1,1.0,8.2,8.2
illuminate,3,3,1.0,8.2,24.6
placid,3,3,1.0,8.2,24.59
choleric,8,5,0.62,8.19,65.5
verified,7,6,0.86,8.18,57.279999999999994
staple,7,5,0.71,8.17,57.17
conscientious,7,6,0.86,8.15,57.03999999999999
sequacious,4,4,1.0,8.15,32.61
immense,3,3,1.0,8.14,24.42
ingenuous,2,1,0.5,8.12,16.25
authoritative,2,2,1.0,8.12,16.240000000000002
unilateral,5,3,0.6,8.11,40.54
conundrum,1,1,1.0,8.11,8.11
levity,2,2,1.0,8.09,16.189999999999998
foil,3,2,0.67,8.08,24.240000000000002
ebullient,3,2,0.67,8.08,24.25
indemnify,3,2,0.67,8.06,24.17
debacle,8,4,0.5,8.05,64.43
scourge,1,0,0.0,8.04,8.04
scathing,2,2,1.0,8.04,16.07
imperative,5,3,0.6,8.03,40.14
imperative,5,3,0.6,8.03,40.14
peregrinate,1,1,1.0,8.03,8.03
surmount,1,1,1.0,8.0,8.0
celerity,1,0,0.0,7.98,7.98
discreet,3,1,0.33,7.98,23.93
medicine,1,1,1.0,7.98,7.98
apropos,2,2,1.0,7.98,15.97
"scribe, script",1,1,1.0,7.98,7.98
entice,2,2,1.0,7.9,15.79
value,4,3,0.75,7.88,31.54
condole,1,1,1.0,7.87,7.87
hamper,2,2,1.0,7.86,15.71
lat,1,1,1.0,7.84,7.84
lat,1,1,1.0,7.84,7.84
nebulous,4,4,1.0,7.84,31.36
fugitive,3,3,1.0,7.83,23.48
assiduous,1,1,1.0,7.83,7.83
cliquish,1,1,1.0,7.83,7.83
nonpareil,1,1,1.0,7.81,7.81
pedagogy,4,3,0.75,7.8,31.22
invective,6,5,0.83,7.79,46.76000000000001
evince,5,1,0.2,7.78,38.88
invert,5,4,0.8,7.78,38.88999999999999
plausible,1,1,1.0,7.78,7.78
mnemonics,1,1,1.0,7.76,7.76
ludicrous,1,1,1.0,7.73,7.73
"tach, tact, tag, tig, ting, tamin, tang",2,2,1.0,7.73,15.46
patronizing,5,2,0.4,7.72,38.60000000000001
evocative,4,3,0.75,7.71,30.85
revolt,3,3,1.0,7.71,23.13
malinger,6,4,0.67,7.67,46.0
bib,3,3,1.0,7.67,23.0
disposable,3,3,1.0,7.67,23.01
saturated,3,1,0.33,7.66,22.97
magnanimous,3,3,1.0,7.65,22.96
vapid,1,1,1.0,7.64,7.64
regimental,3,1,0.33,7.63,22.89
flaunt,4,2,0.5,7.63,30.509999999999998
veracious,1,1,1.0,7.62,7.62
excruciate,3,1,0.33,7.61,22.840000000000003
"nau, nav",1,1,1.0,7.61,7.61
revenue,2,2,1.0,7.61,15.22
rote,4,3,0.75,7.6,30.41
transit,4,4,1.0,7.6,30.39
immutable,4,4,1.0,7.6,30.4
pedant,2,2,1.0,7.6,15.2
emanate,5,2,0.4,7.59,37.93
preempt,1,1,1.0,7.59,7.59
"nul, nil",1,1,1.0,7.59,7.59
contact,1,1,1.0,7.58,7.58
begrudging,2,0,0.0,7.57,15.14
besiege,2,0,0.0,7.57,15.14
"vade, vas",2,2,1.0,7.57,15.14
officious,3,1,0.33,7.55,22.64
anomalous,1,1,1.0,7.55,7.55
rebuff,1,1,1.0,7.55,7.55
devoid,2,0,0.0,7.54,15.08
munificent,5,4,0.8,7.54,37.69
munificent,5,4,0.8,7.54,37.69
detract,3,2,0.67,7.53,22.59
tremulous,1,1,1.0,7.53,7.53
proclaim,2,1,0.5,7.52,15.05
align,2,2,1.0,7.52,15.05
priority,1,1,1.0,7.52,7.52
anecdote,2,2,1.0,7.52,15.03
serendipitous,2,2,1.0,7.52,15.04
dissimulate,6,3,0.5,7.5,44.980000000000004
ingratiating,2,1,0.5,7.49,14.98
tantamount,1,1,1.0,7.49,7.49
intrepid,1,1,1.0,7.49,7.49
perambulate,3,2,0.67,7.48,22.43
confidant,1,1,1.0,7.48,7.48
scrupulous,1,1,1.0,7.47,7.47
tort,5,5,1.0,7.45,37.26
"stru, struct",2,2,1.0,7.44,14.88
genetic,2,1,0.5,7.43,14.86
wanting,4,4,1.0,7.43,29.72
impersonate,4,2,0.5,7.42,29.67
sustain,4,4,1.0,7.42,29.67
emigrate,1,1,1.0,7.39,7.39
vengeance,1,1,1.0,7.39,7.39
facetious,3,3,1.0,7.38,22.14
vacant,1,1,1.0,7.37,7.37
resemble,1,1,1.0,7.33,7.33
extravagance,3,3,1.0,7.33,21.99
ingrain,1,1,1.0,7.32,7.32
obstinate,3,3,1.0,7.32,21.96
allay,2,1,0.5,7.31,14.62
opalesent,2,1,0.5,7.28,14.56
tenuous,2,2,1.0,7.28,14.57
mend,1,1,1.0,7.27,7.27
plethora,2,2,1.0,7.27,14.54
subtract,1,1,1.0,7.27,7.27
sartorial,1,1,1.0,7.27,7.27
envision,3,3,1.0,7.26,21.78
calumny,3,3,1.0,7.26,21.770000000000003
vestige,4,3,0.75,7.25,28.990000000000002
divert,6,5,0.83,7.24,43.43
partial,2,2,1.0,7.23,14.46
eclipse,4,4,1.0,7.22,28.88000000000001
reproach,1,1,1.0,7.22,7.22
rant,3,1,0.33,7.21,21.63
ascendancy,3,3,1.0,7.21,21.630000000000003
defuse,2,1,0.5,7.2,14.41
"ton, tun",1,0,0.0,7.16,7.16
ductile,5,4,0.8,7.13,35.660000000000004
relegate,2,1,0.5,7.12,14.23
pediatrics,7,4,0.57,7.12,49.81
valorize,3,3,1.0,7.11,21.33
valorize,3,3,1.0,7.11,21.33
manifest,6,5,0.83,7.1,42.62000000000001
miniature,2,2,1.0,7.1,14.19
miniature,2,2,1.0,7.1,14.19
unremitting,3,3,1.0,7.1,21.29
ferocity,2,2,1.0,7.1,14.2
trifling,1,1,1.0,7.1,7.1
impassive,1,1,1.0,7.08,7.08
sanctuary,2,2,1.0,7.08,14.15
abnegate,3,3,1.0,7.05,21.16
potential,1,1,1.0,7.05,7.05
verbose,1,1,1.0,7.04,7.04
investigate,3,2,0.67,7.03,21.09
repress,1,1,1.0,7.03,7.03
provocative,5,2,0.4,7.02,35.08
prolong,1,1,1.0,7.02,7.02
vulgar,3,2,0.67,7.01,21.02
reclusive,1,1,1.0,7.01,7.01
perfidious,1,1,1.0,7.0,7.0
lackluster,3,3,1.0,7.0,20.99
omniscient,4,4,1.0,7.0,28.0
undeserved,2,2,1.0,7.0,14.01
temple,1,1,1.0,7.0,7.0
rescind,5,0,0.0,6.99,34.95
quixotic,1,1,1.0,6.99,6.99
invidious,3,2,0.67,6.97,20.9
revitalize,4,4,1.0,6.97,27.88000000000001
damn,2,2,1.0,6.96,13.92
fixate,3,3,1.0,6.96,20.87
partisan,1,1,1.0,6.96,6.96
"und, wave, flow",2,2,1.0,6.96,13.93
forte,5,4,0.8,6.94,34.71
vindictive,6,5,0.83,6.94,41.62000000000001
sentiment,2,2,1.0,6.94,13.88
tantalize,1,1,1.0,6.94,6.94
herbivorous,4,4,1.0,6.93,27.73
herbivorous,4,4,1.0,6.93,27.73
garment,3,1,0.33,6.91,20.74
providential,4,3,0.75,6.91,27.65
synthesize,1,1,1.0,6.91,6.91
uncanny,5,3,0.6,6.88,34.42
equable,4,4,1.0,6.87,27.48
innocuous,1,1,1.0,6.85,6.85
convince,2,2,1.0,6.84,13.67
tedious,2,2,1.0,6.84,13.69
antithetical,4,1,0.25,6.83,27.31
malediction,1,0,0.0,6.82,6.82
platitude,1,1,1.0,6.82,6.82
resplendent,1,1,1.0,6.82,6.82
purport,1,1,1.0,6.81,6.81
compromise,1,1,1.0,6.81,6.81
innate,4,4,1.0,6.8,27.2
prosperous,3,2,0.67,6.79,20.37
aggrieve,1,1,1.0,6.78,6.78
demotic,2,2,1.0,6.77,13.54
contempt,1,1,1.0,6.77,6.77
canned,5,3,0.6,6.76,33.8
incendiary,4,2,0.5,6.75,27.009999999999998
compelling,1,1,1.0,6.75,6.75
nepotism,1,1,1.0,6.75,6.75
backbite,1,1,1.0,6.72,6.72
electorate,4,3,0.75,6.71,26.84
derivative,2,2,1.0,6.71,13.42
enfetter,2,2,1.0,6.7,13.4
archaic,2,1,0.5,6.68,13.35
discomfit,6,4,0.67,6.68,40.059999999999995
florid,2,2,1.0,6.68,13.35
errand,3,3,1.0,6.66,19.98
commonplace,1,1,1.0,6.66,6.66
grandiloquence,1,1,1.0,6.65,6.65
equitable,1,1,1.0,6.64,6.64
hedonistic,3,2,0.67,6.62,19.87
lax,4,3,0.75,6.61,26.45
solitude,2,1,0.5,6.6,13.2
tendentious,3,3,1.0,6.6,19.8
accrue,2,2,1.0,6.58,13.16
decry,2,2,1.0,6.58,13.16
atrophy,4,2,0.5,6.57,26.29
illustrious,3,2,0.67,6.57,19.7
jubilant,1,1,1.0,6.57,6.57
tactless,3,3,1.0,6.56,19.69
refractory,1,0,0.0,6.55,6.55
preeminent,4,3,0.75,6.54,26.16
aristocrat,2,1,0.5,6.53,13.06
abrasive,1,1,1.0,6.53,6.53
germinate,1,1,1.0,6.52,6.52
compare,5,5,1.0,6.51,32.53
intrigue,2,2,1.0,6.48,12.96
qualify,3,3,1.0,6.48,19.45
cuse,2,2,1.0,6.46,12.92
umbrage,1,0,0.0,6.45,6.45
mutate,1,1,1.0,6.45,6.45
avow,3,2,0.67,6.44,19.330000000000002
intrinsic,5,4,0.8,6.44,32.19
insatiable,3,3,1.0,6.44,19.31
outline,3,3,1.0,6.43,19.29
debilitate,3,3,1.0,6.43,19.29
disinterested,1,1,1.0,6.42,6.42
inalienable,1,1,1.0,6.39,6.39
obstacle,1,1,1.0,6.38,6.38
trans,2,2,1.0,6.38,12.77
forbear,2,2,1.0,6.38,12.76
sedulous,5,3,0.6,6.37,31.83
hypocrisy,1,1,1.0,6.37,6.37
"rod, ros",2,2,1.0,6.37,12.74
stipulate,9,3,0.33,6.36,57.239999999999995
don,1,1,1.0,6.36,6.36
subscribe,2,2,1.0,6.36,12.71
ingrate,4,2,0.5,6.35,25.39
bravado,3,2,0.67,6.34,19.03
just,1,1,1.0,6.34,6.34
paramount,2,2,1.0,6.34,12.69
inchoate,2,2,1.0,6.34,12.69
scrut,5,5,1.0,6.3,31.490000000000002
analogous,4,3,0.75,6.29,25.169999999999998
unscathed,3,1,0.33,6.28,18.83
"vert, vers",2,2,1.0,6.28,12.57
inhabit,1,1,1.0,6.27,6.27
contentious,2,2,1.0,6.27,12.54
subside,3,3,1.0,6.27,18.8
occidental,2,0,0.0,6.26,12.51
flagged,5,4,0.8,6.25,31.23
vitality,3,3,1.0,6.25,18.75
faction,4,2,0.5,6.23,24.93
scrutinize,4,4,1.0,6.23,24.92
latent,1,1,1.0,6.23,6.23
respiration,7,6,0.86,6.21,43.49
attuned,5,2,0.4,6.2,30.99
detect,1,1,1.0,6.2,6.2
consolidate,1,1,1.0,6.19,6.19
unwieldy,1,1,1.0,6.19,6.19
illustrative,2,2,1.0,6.18,12.37
mor,2,2,1.0,6.18,12.36
"nounc, nunc",2,1,0.5,6.16,12.33
refract,6,4,0.67,6.16,36.980000000000004
tempor,1,1,1.0,6.15,6.15
summary,3,3,1.0,6.14,18.42
melancholy,1,1,1.0,6.12,6.12
obnoxious,1,1,1.0,6.11,6.11
stoicism,2,2,1.0,6.11,12.22
reverberant,6,1,0.17,6.1,36.62
reincarnate,5,4,0.8,6.08,30.4
demented,7,5,0.71,6.07,42.51
apposite,7,5,0.71,6.07,42.46
lay out,5,4,0.8,6.06,30.3
timorous,5,4,0.8,6.05,30.25
fus,3,3,1.0,6.03,18.09
illusory,6,5,0.83,6.02,36.1
adroit,4,4,1.0,6.01,24.05
prescription,5,5,1.0,6.01,30.03
cardinal,5,3,0.6,6.0,30.02
pertain,5,5,1.0,6.0,30.020000000000003
asseverate,4,3,0.75,5.99,23.97
"lud, lus",1,1,1.0,5.99,5.99
sanitize,2,1,0.5,5.98,11.97
cosseted,6,4,0.67,5.98,35.88
annotate,3,3,1.0,5.98,17.94
inflict,1,1,1.0,5.95,5.95
instructive,2,1,0.5,5.94,11.87
concur,2,2,1.0,5.94,11.87
fine,5,5,1.0,5.94,29.71
fine,5,5,1.0,5.94,29.71
glut,4,4,1.0,5.94,23.78
sardonic,1,1,1.0,5.93,5.93
antipathy,3,3,1.0,5.93,17.8
tortuous,1,1,1.0,5.93,5.93
felicific,2,2,1.0,5.92,11.84
"spec, spic, see",3,3,1.0,5.92,17.759999999999994
savvy,4,4,1.0,5.91,23.630000000000006
predecessor,1,1,1.0,5.89,5.89
hale,1,1,1.0,5.88,5.88
gripe,3,2,0.67,5.87,17.61
affectionate,1,1,1.0,5.86,5.86
demote,3,1,0.33,5.85,17.54
divulge,8,6,0.75,5.85,46.79
exhilarate,1,1,1.0,5.82,5.82
retreat,1,1,1.0,5.81,5.81
vari,3,3,1.0,5.81,17.419999999999998
sanatorium,6,5,0.83,5.78,34.66
conviction,2,2,1.0,5.78,11.55
demoralize,2,1,0.5,5.77,11.54
decimate,1,1,1.0,5.77,5.77
invade,1,1,1.0,5.75,5.75
spontaneous,1,1,1.0,5.75,5.75
discern,1,1,1.0,5.72,5.72
secede,3,1,0.33,5.71,17.14
connive,4,3,0.75,5.71,22.84
corroborate,1,1,1.0,5.71,5.71
boorish,2,1,0.5,5.7,11.4
posit,5,4,0.8,5.7,28.48
speculate,2,2,1.0,5.7,11.41
bucolic,1,1,1.0,5.69,5.69
adaptive,1,1,1.0,5.68,5.68
upfront,4,1,0.25,5.67,22.69
enigma,3,3,1.0,5.67,17.0
flexible,1,1,1.0,5.66,5.66
foreordain,4,3,0.75,5.65,22.590000000000003
pine,2,2,1.0,5.65,11.3
awry,2,2,1.0,5.65,11.3
critical,2,2,1.0,5.64,11.27
assault,3,3,1.0,5.64,16.91
bogus,5,4,0.8,5.63,28.17
confiscate,2,1,0.5,5.62,11.24
conventional,3,3,1.0,5.62,16.87
avoid,4,4,1.0,5.62,22.46
limpid,4,3,0.75,5.61,22.45
bibliography,1,1,1.0,5.61,5.61
blight,5,5,1.0,5.61,28.04
distend,4,3,0.75,5.6,22.4
meditate,1,1,1.0,5.6,5.6
sonorous,3,3,1.0,5.6,16.8
eminence,8,6,0.75,5.59,44.7
empyrean,1,0,0.0,5.58,5.58
acronym,2,1,0.5,5.58,11.15
martial,5,4,0.8,5.58,27.88
surge,2,2,1.0,5.58,11.15
surge,2,2,1.0,5.58,11.15
monolog,1,1,1.0,5.57,5.57
assemble,3,3,1.0,5.57,16.71
stigma,1,1,1.0,5.57,5.57
sterotype,2,2,1.0,5.57,11.14
sinuous,2,1,0.5,5.56,11.12
sang,2,2,1.0,5.56,11.12
overarching,1,1,1.0,5.56,5.56
desolate,2,2,1.0,5.56,11.129999999999999
standstill,1,1,1.0,5.55,5.55
outgrowth,5,4,0.8,5.54,27.68
duplicate,3,3,1.0,5.54,16.61
sophistication,7,5,0.71,5.53,38.68
disproportionate,1,1,1.0,5.52,5.52
recapitulate,1,1,1.0,5.5,5.5
pel,1,1,1.0,5.49,5.49
pressing,1,1,1.0,5.48,5.48
sati,2,2,1.0,5.48,10.97
induce,4,2,0.5,5.46,21.85
befuddle,4,3,0.75,5.46,21.85
